LN_ID,ACTG_PRD_ID,LN_AMRT_AMNT,LN_AMRT_FCTR,AGG_ACCU_AMRT_AMNT,LN_UNAM_COST_BSIS_AMNT,AGG_UNAM_COST_BSIS_AMNT
gen_anomalous_4,202407,1.29070417875646,-0.0019059831007917519,5.24,-115.24,-115.32
gen_anomalous_4,202408,1.1835593728098357,-0.003763750952409864,6.42,-116.42,-116.54
gen_anomalous_4,202409,1.3518445657786198,0.0015500837765839732,7.77,-117.77,-117.86
gen_anomalous_4,202410,1.2114644149488225,-0.004698774473114251,8.98,-118.98,-119.07
gen_anomalous_4,202411,1.2541152416056267,-0.003639936184136716,10.24,-120.24,-120.37
gen_anomalous_4,202412,5.159158976729785,-0.004268888800804864,15.4,-125.4,-125.56
gen_anomalous_4,202501,5.159158976729785,0.001967409163601807,20.56,-130.56,-130.78
gen_anomalous_4,202502,5.159158976729785,-0.001372411071223597,25.71,-135.71,-135.74
gen_anomalous_4,202503,5.159158976729785,-0.0023968382984506436,30.87,-140.87,-141.03
gen_anomalous_5,202401,2.5136754422915937,-0.0013365598599801953,-7.49,-102.51,-102.67
gen_anomalous_5,202402,2.4812186050703473,-0.0010202463353848749,-5.01,-104.99,-105.06
gen_anomalous_5,202403,-2.4693946589396263,-0.003767580790770773,-7.47,-102.53,-102.56
gen_anomalous_5,202404,-2.332781008020214,-0.0038487168853901434,-9.81,-100.19,-100.33
gen_anomalous_5,202405,24.519113577404788,-0.0019489963499872004,14.71,-124.71,-124.87
gen_anomalous_5,202406,2.369843125905308,0.0035985315961888586,17.08,-127.08,-127.2
gen_anomalous_5,202407,2.54596491623668,-0.0032732344133418866,19.63,-129.63,-129.72
gen_anomalous_5,202408,2.37653774130473,-0.002060809470726902,22.0,-132.0,-132.15
gen_anomalous_5,202409,2.427951906921098,0.0035245545039890515,24.43,-134.43,-134.53
gen_anomalous_5,202410,2.5972647654562104,-0.0033076155385054367,27.03,-137.03,-137.06
gen_anomalous_5,202411,2.448458392130998,-0.0038898084610460215,29.48,-139.48,-139.52
gen_anomalous_5,202412,9.807645430961916,-0.004761834337411657,39.29,-149.29,-149.41
gen_anomalous_5,202501,9.807645430961916,0.0048157143080103494,49.09,-159.09,-159.18
gen_anomalous_5,202502,9.807645430961916,-0.0010618264661154697,58.9,-168.9,-169.04
gen_anomalous_5,202503,9.807645430961916,-0.004713274250350901,68.71,-178.71,-178.83
gen_anomalous_6,202401,2.919957062912818,-0.00441203782186944,-7.08,-102.92,-102.98
gen_anomalous_6,202402,2.775755231709919,-0.004404546686067427,-4.3,-105.7,-105.75
gen_anomalous_6,202403,-2.8759434224149434,-0.0032272050498334008,-7.18,-102.82,-102.93
gen_anomalous_6,202404,-2.9657716921513892,-0.00328024468035746,-10.15,-99.85,-99.97
gen_anomalous_6,202405,29.272399541785056,-0.004960215400417053,19.13,-129.13,-129.19
gen_anomalous_6,202406,2.9330608260231057,0.004509492287711822,22.06,-132.06,-132.1
gen_anomalous_6,202407,3.014484669944551,-0.0038099363359484373,25.07,-135.07,-135.23
gen_anomalous_6,202408,2.7894730173827966,-0.004237444621914055,27.86,-137.86,-137.92
gen_anomalous_6,202409,2.957684866165591,0.004652962210225885,30.82,-140.82,-140.93
gen_anomalous_6,202410,2.9787447228091106,-0.004193180715867101,33.8,-143.8,-144.09
gen_anomalous_6,202411,3.0603280869757143,-0.004183170677744404,36.86,-146.86,-147.01
gen_anomalous_6,202412,11.708959816714023,-0.0045600213672702655,48.57,-158.57,-158.61
gen_anomalous_6,202501,11.708959816714023,0.001375927759363476,60.28,-170.28,-170.3
gen_anomalous_6,202502,11.708959816714023,-0.003313120563984696,71.99,-181.99,-182.09
gen_anomalous_6,202503,11.708959816714023,-0.0031705785388303066,83.7,-193.7,-193.77
gen_anomalous_7,202401,1.5316293237175798,-0.0011493927549968577,-8.47,-101.53,-101.64
gen_anomalous_7,202402,1.5258893176776254,-0.0015082420506075391,-6.94,-103.06,-103.21
gen_anomalous_7,202403,-1.7291205183698568,-0.0018632841099873727,-8.67,-101.33,-101.43
gen_anomalous_7,202404,-1.5000458410848552,-0.001206726884674431,-10.17,-99.83,-99.94
gen_anomalous_7,202405,15.730825042565687,-0.003125418526272592,5.56,-115.56,-115.77
gen_anomalous_7,202406,1.6364744064883698,0.0039043653348906464,7.2,-117.2,-117.3
gen_anomalous_7,202407,1.617289905943242,-0.002291825891764984,8.81,-118.81,-118.88
gen_anomalous_7,202408,1.6583258377361911,-0.0027558856828225446,10.47,-120.47,-120.53
gen_anomalous_7,202409,1.7392126773173842,0.001693177280283383,12.21,-122.21,-122.29
gen_anomalous_7,202410,1.5077495809991976,-0.0031969066588244817,13.72,-123.72,-123.87
gen_anomalous_7,202411,1.6997231897938563,-0.0021197355877837715,15.42,-125.42,-125.62
gen_anomalous_7,202412,6.292330017026275,-0.00267840024971116,21.71,-131.71,-131.86
gen_anomalous_7,202501,6.292330017026275,0.00199092395800463,28.0,-138.0,-138.17
gen_anomalous_7,202502,6.292330017026275,-0.0010575739545190235,34.29,-144.29,-144.36
gen_anomalous_7,202503,6.292330017026275,-0.001464290562027665,40.59,-150.59,-150.71
gen_anomalous_8,202401,2.025811063517584,-0.001391336642604006,-7.97,-102.03,-101.96
gen_anomalous_8,202402,1.8459088940412214,-0.001692807479640061,-6.13,-103.87,-103.87
gen_anomalous_8,202403,-1.8183283740153064,-0.003463400392208866,-7.95,-102.05,-102.13
gen_anomalous_8,202404,-1.9614217159032594,-0.002498450458505885,-9.91,-100.09,-100.19
gen_anomalous_8,202405,19.483476581746505,-0.004425959364753289,9.58,-119.58,-119.79
gen_anomalous_8,202406,1.8501967930698553,0.0012822749896017195,11.43,-121.43,-121.55
gen_anomalous_8,202407,1.9281019055914952,-0.0033431023250938535,13.35,-123.35,-123.46
gen_anomalous_8,202408,1.9596993926997752,-0.0025526797048260877,15.31,-125.31,-125.45
gen_anomalous_8,202409,1.8868342903975173,0.00318246715726374,17.2,-127.2,-127.41
gen_anomalous_8,202410,1.933169148671092,-0.004844762255295657,19.13,-129.13,-129.26
gen_anomalous_8,202411,1.8997043815694143,-0.002275902521175045,21.03,-131.03,-131.14
gen_anomalous_8,202412,7.7933906326986016,-0.004379501243877818,28.83,-138.83,-138.9
gen_anomalous_8,202501,7.7933906326986016,0.0037869486614566026,36.62,-146.62,-146.7
gen_anomalous_8,202502,7.7933906326986016,-0.003515771387119536,44.41,-154.41,-154.53
gen_anomalous_8,202503,7.7933906326986016,-0.004213923721539394,52.21,-162.21,-162.34
gen_anomalous_9,202401,1.6192428461891204,-0.004227338957069057,-8.38,-101.62,-101.68
gen_anomalous_9,202402,1.561978985746198,-0.002488072343171133,-6.82,-103.18,-103.29
gen_anomalous_9,202403,-1.4971488723244917,-0.004723029302414259,-8.32,-101.68,-101.84
gen_anomalous_9,202404,-1.542301024819891,-0.00400348427116599,-9.86,-100.14,-100.3
gen_anomalous_9,202405,15.640691451426129,-0.00401817149633873,5.78,-115.78,-115.95
gen_anomalous_9,202406,1.5661695293058888,0.002280198404122447,7.35,-117.35,-117.44
gen_anomalous_9,202407,1.6494666162493985,-0.0010433506059211934,9.0,-119.0,-119.11
gen_anomalous_9,202408,1.5510548397058446,-0.0048024285877502244,10.55,-120.55,-120.74
gen_anomalous_9,202409,1.6705918533973048,0.002793782087913279,12.22,-122.22,-122.27
gen_anomalous_9,202410,1.4426502838638398,-0.0036900738243081537,13.66,-123.66,-123.8
gen_anomalous_9,202411,1.6307747554895922,-0.004158472571178216,15.29,-125.29,-125.39
gen_anomalous_9,202412,6.256276580570452,-0.001230235040066577,21.55,-131.55,-131.6
gen_anomalous_9,202501,6.256276580570452,0.003198115529294942,27.81,-137.81,-137.95
gen_anomalous_9,202502,6.256276580570452,-0.002403660050208315,34.06,-144.06,-144.15
gen_anomalous_9,202503,6.256276580570452,-0.0014682680657104234,40.32,-150.32,-150.44
gen_anomalous_10,202401,2.1800636713521246,-0.001404490704491161,-7.82,-102.18,-102.29
gen_anomalous_10,202402,2.185741809095409,-0.001291052025456774,-5.63,-104.37,-104.49
gen_anomalous_10,202403,-2.32369028577557,-0.0013253951225675991,-7.96,-102.04,-102.07
gen_anomalous_10,202404,-2.0956897491948667,-0.00425119826903001,-10.05,-99.95,-100.01
gen_anomalous_10,202405,22.364361266325222,-0.001334002866794675,12.31,-122.31,-122.48
gen_anomalous_10,202406,2.2675268831923225,0.0026968880369879055,14.58,-124.58,-124.75
gen_anomalous_10,202407,2.2062037024248915,-0.0028746425679765054,16.78,-126.78,-126.88
gen_anomalous_10,202408,2.268707982666331,-0.003984179517061693,19.05,-129.05,-129.11
gen_anomalous_10,202409,2.2857047750125625,0.002499482318094816,21.34,-131.34,-131.44
gen_anomalous_10,202410,2.3054505258036335,-0.0018943833540778106,23.64,-133.64,-133.72
gen_anomalous_10,202411,2.24340139308441,-0.004971859184477201,25.89,-135.89,-136.04
gen_anomalous_10,202412,8.945744506530088,-0.0012951862589415954,34.83,-144.83,-144.96
gen_anomalous_10,202501,8.945744506530088,0.0030923913766805955,43.78,-153.78,-153.88
gen_anomalous_10,202502,8.945744506530088,-0.00351759455254105,52.73,-162.73,-162.8
gen_anomalous_10,202503,8.945744506530088,-0.003510232320336254,61.67,-171.67,-171.86
